External ID,Parent External ID,Work Item Type,Title,State,Sprint,Phase,Epic,Feature,Description,Acceptance Criteria,Tags,Suggested Repo Artifact,Notes
T06.02.06.1,US06.02.06,Task,Draft/build artifact for Build Data Quality and Governance dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create the first complete version of the artifact or implementation for Build Data Quality and Governance dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/data_quality_governance.png,
T06.02.06.2,US06.02.06,Task,Validate and document Build Data Quality and Governance dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Data Quality and Governance dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/data_quality_governance.png,
T06.02.06.3,US06.02.06,Task,Commit and link implementation evidence for Build Data Quality and Governance dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build Data Quality and Governance dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/data_quality_governance.png,
US06.02.07,F06.02,User Story,Build FHIR API Demonstration dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"As a interoperability reviewer, I want build fhir api demonstration dashboard page so that FHIR mapping coverage and sample API evidence are visible.",Deliverable exists at powerbi/screenshots/fhir_api_demo.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; FHIR; API; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/fhir_api_demo.png,
T06.02.07.1,US06.02.07,Task,Draft/build artifact for Build FHIR API Demonstration dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,Create the first complete version of the artifact or implementation for Build FHIR API Demonstration dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; FHIR; API; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/fhir_api_demo.png,
T06.02.07.2,US06.02.07,Task,Validate and document Build FHIR API Demonstration dashboard page,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.02 Dashboard Pages,"Check the work against acceptance criteria, document assumptions, and record evidence for Build FHIR API Demonstration dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; FHIR; API; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/fhir_api_demo.png,
F06.03,E06,Feature,Report Polish and Evidence,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,Prepare dashboard evidence for portfolio review.,"Feature is complete when dashboard screenshots, interpretation notes, UX/accessibility checks, and validation evidence make the report understandable to portfolio reviewers and stakeholders.",ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Report; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,,
US06.03.01,F06.03,User Story,Create screenshot documentation,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,"As a portfolio reviewer, I want create screenshot documentation so that dashboard pages are captured and described in documentation.",Deliverable exists at powerbi/screenshots/; docs/dashboard_walkthrough.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Screenshots; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/; docs/dashboard_walkthrough.md,
T06.03.01.1,US06.03.01,Task,Draft/build artifact for Create screenshot documentation,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,Create the first complete version of the artifact or implementation for Create screenshot documentation.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Screenshots; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/; docs/dashboard_walkthrough.md,
T06.03.01.2,US06.03.01,Task,Validate and document Create screenshot documentation,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,"Check the work against acceptance criteria, document assumptions, and record evidence for Create screenshot documentation.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Screenshots; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,powerbi/screenshots/; docs/dashboard_walkthrough.md,
US06.03.02,F06.03,User Story,Write dashboard interpretation notes,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,"As a stakeholder, I want write dashboard interpretation notes so that a non-technical reviewer can understand how to read each dashboard page.",Deliverable exists at docs/dashboard_walkthrough.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Stakeholder-Comms; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/dashboard_walkthrough.md,
T06.03.02.1,US06.03.02,Task,Draft/build artifact for Write dashboard interpretation notes,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,Create the first complete version of the artifact or implementation for Write dashboard interpretation notes.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Stakeholder-Comms; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/dashboard_walkthrough.md,
T06.03.02.2,US06.03.02,Task,Validate and document Write dashboard interpretation notes,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,"Check the work against acceptance criteria, document assumptions, and record evidence for Write dashboard interpretation notes.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Stakeholder-Comms; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/dashboard_walkthrough.md,
US06.03.03,F06.03,User Story,Finalize report UX and accessibility checks,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,"As a BI developer, I want finalize report ux and accessibility checks so that dashboard pages are readable, consistent, and not over-cluttered.",Deliverable exists at docs/report_design_checklist.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; UX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/report_design_checklist.md,
T06.03.03.1,US06.03.03,Task,Draft/build artifact for Finalize report UX and accessibility checks,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,Create the first complete version of the artifact or implementation for Finalize report UX and accessibility checks.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; UX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/report_design_checklist.md,
T06.03.03.2,US06.03.03,Task,Validate and document Finalize report UX and accessibility checks,New,Sprint 6,Phase 6,E06 Power BI Reporting,F06.03 Report Polish and Evidence,"Check the work against acceptance criteria, document assumptions, and record evidence for Finalize report UX and accessibility checks.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; UX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting,docs/report_design_checklist.md,
F07.01,E07,Feature,FHIR Mapping and API SQL Views,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,Prepare FHIR-style relational mappings and SQL views.,"Feature is complete when relational ClinicalPulse entities are mapped to FHIR-style resources and API SQL views prepare Patient, Encounter, Observation, Condition, Procedure, Organization, and Practitioner-style outputs.",ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,,
US07.01.01,F07.01,User Story,Create FHIR mapping document,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"As a interoperability reviewer, I want create fhir mapping document so that ClinicalPulse entities are mapped to Patient, Encounter, Observation, Condition, Procedure, Organization, and Practitioner-style resources.",Deliverable exists at docs/fhir_mapping.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR-Mapping; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,docs/fhir_mapping.md,
T07.01.01.1,US07.01.01,Task,Draft/build artifact for Create FHIR mapping document,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,Create the first complete version of the artifact or implementation for Create FHIR mapping document.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR-Mapping; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,docs/fhir_mapping.md,
T07.01.01.2,US07.01.01,Task,Validate and document Create FHIR mapping document,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"Check the work against acceptance criteria, document assumptions, and record evidence for Create FHIR mapping document.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR-Mapping; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,docs/fhir_mapping.md,
US07.01.02,F07.01,User Story,Create API views for Patient and Encounter,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"As a developer, I want create api views for patient and encounter so that read-only SQL views produce FHIR-ready Patient and Encounter structures.",Deliverable exists at sql/09_create_api_views.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
T07.01.02.1,US07.01.02,Task,Draft/build artifact for Create API views for Patient and Encounter,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,Create the first complete version of the artifact or implementation for Create API views for Patient and Encounter.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
T07.01.02.2,US07.01.02,Task,Validate and document Create API views for Patient and Encounter,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API views for Patient and Encounter.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
T07.01.02.3,US07.01.02,Task,Commit and link implementation evidence for Create API views for Patient and Encounter,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create API views for Patient and Encounter.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
US07.01.03,F07.01,User Story,"Create API views for Observation, Condition, and Procedure",New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"As a developer, I want create api views for observation, condition, and procedure so that read-only SQL views produce FHIR-ready clinical context structures.",Deliverable exists at sql/09_create_api_views.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
T07.01.03.1,US07.01.03,Task,"Draft/build artifact for Create API views for Observation, Condition, and Procedure",New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"Create the first complete version of the artifact or implementation for Create API views for Observation, Condition, and Procedure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
T07.01.03.2,US07.01.03,Task,"Validate and document Create API views for Observation, Condition, and Procedure",New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API views for Observation, Condition, and Procedure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
T07.01.03.3,US07.01.03,Task,"Commit and link implementation evidence for Create API views for Observation, Condition, and Procedure",New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.01 FHIR Mapping and API SQL Views,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create API views for Observation, Condition, and Procedure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,sql/09_create_api_views.sql,
F07.02,E07,Feature,FastAPI Service,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,Build a lightweight read-only FastAPI service for selected resources.,"Feature is complete when the FastAPI application exposes read-only health, metadata, FHIR-style resource, patient-scoped query, and aggregate metrics endpoints using organized service modules.",ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; FastAPI; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,,
